orientation_zone,n,MAE_log10h,RMSE_log10h,MedianAPE_%,MeanAPE_%
interior,81,0.24441541884150025,0.3271963189563198,37.40292142478458,67.834513573945
near_001,35,0.16998948321315155,0.21106956523693696,29.341967115620953,39.451498654648844
near_011,19,0.3755477027910252,0.4635523624556733,69.30433430265846,157.58906585573177
near_111,34,0.3223060006819655,0.413928564089218,50.53617525942342,122.59530670519268
